row_type,id,type,source,target
node,FORMAÇÃO CONTINUADA DE PROFESSORES EM INFORMÁTICA DA EDUCAÇÃO NO BRASIL E NO CHILE:ANÁLISE DE DOIS CASOS,external,,
node,Designing Groupwork: Strategies for the Heterogeneous Classroom,external,,
node,Licenciatura em Computação: Desafios e Oportunidades na Perspectiva do Estudante,external,,
node,Assessing implicit computational thinking in zoombinis gameplay,external,,
node,"Moe, Scott",external,,
node,Creative computing curriculum guide. Harvard Graduate School of Education,external,,
node,Improving Students’ Achievement on Computational Thinking Skills Via Mobile Application Development Module,external,,
node,Learning to Code in Localized Programming Languages,external,,
node,The coding manual for qualitative researchers,external,,
node,Interaction design: beyond human-computer interaction,external,,
node,"Os futuros professores e os professores do futuro. Os desafios da introdução ao pensamento computacional na escola, no currículo e na aprendizagem",external,,
node,The effects of case‐based learning on early childhood pre‐service teachers' beliefs about the pedagogical uses of ICT,external,,
node,Bugs as a nexus of emergent peer collaborations: Contextual and classroom supports for solving problems in electronic textiles,external,,
node,A Note on Comparing Examinee Classification Methods for Cognitive Diagnosis Models,external,,
node,Development and validation of a programming self-efficacy scale for senior primary school learners,external,,
node,Constructing the ScratchJr programming language in the early childhood classroom,external,,
node,Computational Thinking in Introductory Physics,external,,
node,Constructionist co‐design: A dual approach to curriculum and professional development,external,,
node,Worldwide and Brazilian scientific publications on Leishmaniasis in the first 19 years of 21st century: a bibliometric study,external,,
node,Self-study in learning foreign language,external,,
node,Playing with Algorithms to Learn Programming: A Case Study on 5 Years Old Children,external,,
node,CS1 students' understanding of computational thinking concepts,external,,
node,Computational thinking in programming with Scratch in primary schools: A systematic review,external,,
node,Improving database design teaching in secondary education: action research implementation for documentation of didactic requirements and strategies,external,,
node,Teaching Computational Thinking and Coding to Young Children,external,,
node,Investigation of an Online Learning Environment in Terms of Usability,external,,
node,Physical or on the cloud: play with IoTgo and design smart things,external,,
node,21st Century Learning Environments,external,,
node,Teacher Collaboration for Professional Learning,external,,
node,COHO implementation by means of a phase locked loop,external,,
node,"hope that I will be able to perform the ""black-box orchestration process",external,,
node,A QUANTITATIVE APPROACH TO CONTENT VALIDITY<sup>1</sup>,external,,
node,Gender and innovation in STE(A)M education. Scientix Observatory,external,,
node,K--12 computational learning,external,,
node,Conference report on the use of computers in engineering classroom instruction,external,,
node,Bridging the gap: The role of mediated transfer for computer programming,external,,
node,Sociomathematical Norms for Integrating Coding and Modeling with Elementary Science: A Dialogical Approach,external,,
node,Scientific production and thematic breakthroughs in smart learning environments: a bibliometric analysis,external,,
node,Implementation of unplugged teaching activities to foster computational thinking skills in primary school from a gender perspective,external,,
node,Robotics and engineering for middle and high school students to develop computational thinking,external,,
node,Promoting children's computational thinking: a quasiexperimental study of web-mediated parent education,external,,
node,"Problem‐based learning versus lecture‐based learning in a course of basic pharmacology: a controlled, randomized study",external,,
node,Mathematics Assessment Probes,external,,
node,Teachers' perception on computational thinking in science practices,external,,
node,"Assessing the effects of gamification in the classroom: A longitudinal study on intrinsic motivation, social comparison, satisfaction, effort, and academic performance",external,,
node,"A study of primary school students' interest, collaboration attitude, and programming empowerment in computational thinking education",external,,
node,Computational thinking: A digital age skill for everyone,external,,
node,Teaching High School Students Computational Thinking with Hands-on Activities,external,,
node,Science teachers can teach computational thinking through distributed expertise,external,,
node,"Sex Differences in Spatial Cognition, Computational Fluency, and Arithmetical Reasoning",external,,
node,Educational Robots Driven by Tangible Programming Languages: A Review on the Field,external,,
node,The effect of challenge-based gamification on learning: An experiment in the context of statistics education,external,,
node,Key Concepts in Evaluation Research,external,,
node,Millennium Project's draft scenarios for the next 1000 years,external,,
node,A bibliometric analysis of trust in the field of hospitality and tourism,external,,
node,Explaining cryptographic systems,external,,
node,Growing up programming,external,,
node,Metsätieteet etsivät totuutta ja palvelevat yhteiskuntaa,external,,
node,"The Influence of Anxiety in Second Language Learning: A Case Study with Reference to Engineering Students in Tamil Nadu, India",external,,
node,Re‐imagining and rescripting the future of education: global knowledge economy discourses and the challenge to education systems,external,,
node,Global Climate Change: What has Science Education Got to Do with it?,external,,
node,Developing computational thinking competencies and natural selection understanding thorough unplugged algorithmic explanations,external,,
node,Teacher Prep Review: A Review of the Nation's Teacher Preparation Programs,external,,
node,Introduction and Overview,external,,
node,Computational Pedagogy: Fostering a New Method of Teaching,external,,
